n_cal,x_test,p_true,ambiguity,mean_mid,sd_mid_across_resamples,mean_width,abs_error
50,-1.4056761268781301,0.10017383262847744,0.18027807176999847,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3914928340381891
50,-1.3989983305509182,0.10018093734770714,0.18028943427968383,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3914857293189594
50,-1.3923205342237062,0.10018833237578229,0.18030126086308412,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39147833429088424
50,-1.3856427378964942,0.10019602956942852,0.18031357045590146,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391470637097238
50,-1.378964941569282,0.10020404126914541,0.18032638276495364,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39146262539752114
50,-1.37228714524207,0.10021238031890549,0.1803397182994491,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391454286347761
50,-1.365609348914858,0.10022106008665223,0.18035359840351975,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3914456065800143
50,-1.358931552587646,0.10023009448562888,0.18036804529006156,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39143657218103767
50,-1.352253756260434,0.1002394979965717,0.18038308207593398,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39142716867009486
50,-1.345575959933222,0.10024928569080212,0.1803987328185721,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3914173809758644
50,-1.33889816360601,0.10025947325425412,0.18041502255406724,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3914071934124124
50,-1.332220367278798,0.10027007701247412,0.18043197733677324,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39139658965419244
50,-1.325542570951586,0.10028111395663243,0.18044962428049865,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3913855527100341
50,-1.318864774624374,0.10029260177058674,0.1804679916013465,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3913740648960798
50,-1.312186978297162,0.10030455885903966,0.18048710866226622,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39136210780762687
50,-1.30550918196995,0.10031700437683404,0.1805070060193846,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3913496622898325
50,-1.298831385642738,0.10032995825943156,0.18052771547018456,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391336708407235
50,-1.2921535893155258,0.1003434412546216,0.1805492701036038,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39132322541204495
50,-1.2854757929883138,0.10035747495550956,0.18057170435212766,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39130919171115697
50,-1.2787979966611018,0.10037208183483536,0.18059505404595294,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39129458483183116
50,-1.2721202003338898,0.1003872852806751,0.1806193564693029,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39127938138599144
50,-1.2654424040066776,0.10040310963358079,0.1806446504189759,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39126355703308574
50,-1.2587646076794656,0.10041958022521494,0.1806709762652131,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39124708644145156
50,-1.2520868113522536,0.10043672341853958,0.18069837601497474,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39122994324812693
50,-1.2454090150250416,0.10045456664962069,0.1807268933777152,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39121210001704587
50,-1.2387312186978297,0.10047313847111222,0.18075657383375388,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3911935281955543
